MAC,ssid,lat,lon
00:03:52:E3:C8:2A,wifine,,
00:03:52:E3:CC:6A,wifine,,
00:03:52:E3:CC:DC,wifine,,
00:03:52:E3:CC:F9,wifine,,
00:03:52:E3:D0:59,wifine,,
00:03:52:E3:D1:79,wifine,,
00:03:52:E3:D2:89,wifine,,
00:03:52:E3:D2:FC,wifine,,
00:03:52:E3:D4:19,wifine,,
00:03:52:E3:D8:6D,wifine,,
00:03:52:E3:D8:7A,wifine,,
00:03:52:E3:DB:AB,wifine,,
00:03:52:E3:DC:2B,wifine,,
00:03:52:E3:DD:3C,wifine,,
00:03:52:E3:DD:59,wifine,,
00:03:52:E3:DE:1A,wifine,,
00:03:52:E3:DE:9A,wifine,,
00:03:52:E3:DE:DC,wifine,,
00:03:52:E3:DF:C9,wifine,,
00:03:52:E3:E0:F9,wifine,,
00:03:52:E3:E2:1C,wifine,,
00:03:52:E3:E2:BC,wifine,,
00:03:52:E3:E4:B9,wifine,,
00:03:52:E3:E5:6C,wifine,,
00:03:52:E3:E5:BC,wifine,,
00:03:52:E3:E6:AB,wifine,,
00:03:52:E3:E6:C9,wifine,,
00:03:52:E3:E7:DA,wifine,,
00:03:52:E3:E9:69,wifine,,
00:03:52:E3:E9:B9,wifine,,
00:03:52:E3:E9:DA,wifine,,
00:03:52:E3:EA:1D,wifine,,
00:03:52:E3:EB:69,wifine,,
00:03:52:E3:EC:99,wifine,,
00:03:52:E3:EE:5D,wifine,,
00:03:52:E3:EE:99,wifine,,
00:03:52:E3:EE:AD,wifine,,
00:03:52:E3:EF:4C,wifine,,
00:03:52:E3:F1:19,wifine,,
00:03:52:E3:F1:69,wifine,,
00:03:52:E3:F2:29,wifine,,
00:03:52:E3:F3:09,wifine,,
00:03:52:E3:F3:8A,wifine,,
00:03:52:E5:0D:7D,wifine,,
00:03:52:E5:10:2C,wifine,,
00:03:52:E5:13:7C,wifine,,
00:03:52:E5:15:CD,wifine,,
00:03:52:E5:15:CE,wifine,,
00:03:52:E5:1E:CC,wifine,,
00:03:52:E5:21:7D,wifine,,
00:03:52:E5:24:CC,wifine,,
00:03:52:E5:27:7C,wifine,,
00:03:52:E5:29:7D,wifine,,
00:03:52:E5:2D:DC,wifine,,
00:03:52:E5:2E:1C,wifine,,
00:03:52:E5:31:AC,wifine,,
00:03:52:E5:32:AC,wifine,,
00:03:52:E5:3C:FA,wifine,,
00:03:52:E5:3C:FC,wifine,,
00:03:52:E5:3D:AC,wifine,,
00:03:52:E5:42:BC,wifine,,
00:03:52:E5:43:4C,wifine,,
00:03:52:E5:44:DD,wifine,,
00:03:52:E5:45:5C,wifine,,
00:03:52:E5:45:ED,wifine,,
00:03:52:E5:46:CB,wifine,,
00:03:52:E5:47:0B,wifine,,
00:03:52:E5:47:9B,wifine,,
00:03:52:E5:47:CA,wifine,,
00:03:52:E5:4F:6C,wifine,,
00:03:52:E5:4F:7D,wifine,,
00:03:52:E5:4F:AA,wifine,,
00:03:52:E5:4F:BD,wifine,,
00:03:52:E5:51:4B,wifine,,
00:03:52:E5:52:2C,wifine,,
00:03:52:E5:5B:0B,wifine,,
00:03:52:E5:5B:7A,wifine,,
00:03:52:E5:5B:BA,wifine,,
00:03:52:E5:5C:AD,wifine,,
00:03:52:E5:5C:CD,wifine,,
00:03:52:E5:5D:3B,wifine,,
00:03:52:E5:5D:3D,wifine,,
00:03:52:E5:69:CC,wifine,,
00:03:52:E5:80:99,wifine,,
00:03:52:E5:83:EC,wifine,,
00:03:52:E5:A3:5C,wifine,,
00:03:52:E5:A4:9C,wifine,,
00:03:52:E5:A9:CB,wifine,,
00:03:52:E5:AA:CB,wifine,,
00:03:52:E5:AA:CD,wifine,,
00:03:52:E5:AC:03,wifine,,
00:03:52:E5:AC:0C,wifine,,
00:03:52:E5:B5:E4,wifine,,
00:03:52:E5:B5:EC,wifine,,
00:03:52:E5:B7:AD,wifine,,
00:03:52:E5:B8:7A,wifine,,
00:03:52:E5:B8:DD,wifine,,
00:03:52:E5:BD:6B,wifine,,
00:03:52:E5:BD:6D,wifine,,
00:03:52:E5:BD:BB,wifine,,
00:03:52:E5:C6:2C,wifine,,
00:03:52:E5:C7:2D,wifine,,
00:03:52:E5:C8:8B,wifine,,
00:03:52:E5:C8:9B,wifine,,
00:03:52:E5:C9:D9,wifine,,
00:04:ED:7E:29:75,NZ@McD1,,
00:04:ED:7E:29:75,attwifi,,
00:04:ED:F3:28:4C,NZ@McD1,,
00:04:ED:F3:28:4C,attwifi,,
00:05:59:38:94:34,NZ@McD1,,
00:05:59:38:94:34,attwifi,,
00:06:25:3B:E1:FA,NZ@McD1,,
00:06:25:3B:E1:FA,attwifi,,
00:06:4F:84:65:12,NZ@McD1,,
00:06:4F:84:65:12,attwifi,,
00:08:30:00:4E:97,attwifi,33.96724504,-84.01668908
00:08:30:00:4F:D7,attwifi,33.96724504,-84.01668908
00:08:30:00:5F:D7,attwifi,33.95019846,-84.1338843
00:08:30:38:76:B7,attwifi,29.15519195,-82.18508635
00:08:30:38:77:07,attwifi,29.15614295,-82.18505884
00:08:30:A6:BA:97,attwifi,34.09134799,-83.99998839
00:08:30:B6:3F:97,attwifi,34.09115472,-83.99970167
00:0C:E7:83:CF:02,NZ@McD1,,
00:0C:E7:83:CF:02,attwifi,,
00:0C:F6:C2:EA:58,NZ@McD1,,
00:0C:F6:C2:EA:58,attwifi,,
00:0C:F6:C4:88:00,NZ@McD1,,
00:0C:F6:C4:88:00,attwifi,,
00:0D:67:12:8D:AF,attwifi,30.8205852,-83.31351356
00:0D:67:14:0E:CD,attwifi,34.07358024,-83.91740114
00:0D:67:15:74:E3,attwifi,29.61490894,-82.38424436
00:0D:67:15:7C:64,attwifi,32.87996164,-83.76561034
00:0D:67:68:19:9B,attwifi,34.00201833,-83.91066131
00:0D:67:68:46:1D,attwifi,34.09136884,-84.00001573
00:0D:67:68:63:FF,attwifi,31.13447063,-83.43848124
00:0D:67:68:80:79,attwifi,30.8418199,-83.32497175
00:0D:67:6A:2C:41,attwifi,30.8194028,-83.31420043
00:0D:67:6A:5D:D3,attwifi,33.68131753,-84.40740061
00:0F:24:E4:2B:F0,attwifi,34.75926681,-85.00195996
00:0F:24:E7:AB:E0,attwifi,34.7559918,-85.00216447
00:0F:61:1A:0C:75,wifine,,
00:0F:61:1A:0F:F5,wifine,,
00:0F:61:1A:12:D5,wifine,,
00:0F:61:1A:15:95,wifine,,
00:0F:61:1A:19:F2,wifine,,
00:0F:61:1A:1A:15,wifine,,
00:0F:61:1A:1A:75,wifine,,
00:0F:61:1A:1A:A5,wifine,,
00:0F:61:1A:1A:B5,wifine,,
00:0F:61:1A:1B:05,wifine,,
00:0F:61:1A:1B:25,wifine,,
00:0F:61:1A:1B:F5,wifine,,
00:0F:61:1A:23:45,wifine,,
00:0F:61:1A:23:B5,wifine,,
00:0F:61:1A:23:E5,wifine,,
00:0F:61:1A:24:55,wifine,,
00:0F:61:1A:24:82,wifine,,
00:0F:61:1A:24:C5,wifine,,
00:0F:61:1A:24:E5,wifine,,
00:0F:61:1A:25:95,wifine,,
00:0F:61:1A:26:B5,wifine,,
00:0F:61:1A:27:05,wifine,,
00:0F:61:1A:27:25,wifine,,
00:0F:61:1A:27:45,wifine,,
00:0F:61:1A:27:65,wifine,,
00:0F:61:1A:27:75,wifine,,
00:0F:61:1A:27:C5,wifine,,
00:0F:61:1A:27:D5,wifine,,
00:0F:61:1A:28:05,wifine,,
00:0F:61:1A:28:25,wifine,,
00:0F:61:1A:28:45,wifine,,
00:0F:61:1A:28:95,wifine,,
00:0F:61:1A:28:C5,wifine,,
00:0F:61:1A:29:05,wifine,,
00:0F:61:1A:29:A2,wifine,,
00:0F:61:1A:29:B5,wifine,,
00:0F:61:1A:29:C5,wifine,,
00:0F:61:1A:2A:C5,wifine,,
00:0F:61:1A:2D:B2,wifine,,
00:0F:61:1B:2B:25,wifine,,
00:0F:61:1B:2C:C5,wifine,,
00:0F:61:1B:2D:C2,wifine,,
00:0F:61:1B:2E:25,wifine,,
00:0F:61:1B:2E:45,wifine,,
00:0F:61:1B:2F:35,wifine,,
00:0F:61:4F:2B:95,wifine,,
00:0F:61:4F:2C:85,wifine,,
00:0F:61:4F:2C:C5,wifine,,
00:0F:61:4F:2C:E5,wifine,,
00:0F:61:4F:2D:45,wifine,,
00:0F:61:4F:2D:A2,wifine,,
00:0F:61:4F:2E:75,wifine,,
00:0F:61:4F:A7:14,wifine,,
00:0F:61:4F:A7:75,wifine,,
00:0F:61:51:82:45,wifine,,
00:0F:61:51:83:92,wifine,,
00:0F:61:51:84:C5,wifine,,
00:0F:61:51:85:A2,wifine,,
00:0F:61:51:9E:73,wifine,,
00:0F:61:51:9E:75,wifine,,
00:0F:61:52:17:45,wifine,,
00:0F:61:52:17:75,wifine,,
00:0F:61:52:17:B5,wifine,,
00:0F:61:52:18:75,wifine,,
00:0F:61:52:18:85,wifine,,
00:0F:61:52:18:A5,wifine,,
00:0F:61:52:18:E5,wifine,,
00:0F:61:54:FC:15,wifine,,
00:0F:61:54:FC:25,wifine,,
00:0F:61:54:FC:B5,wifine,,
00:0F:61:54:FD:35,wifine,,
00:0F:61:59:B2:C5,wifine,,
00:0F:61:59:B6:A5,wifine,,
00:0F:61:5A:1B:E5,wifine,,
00:0F:61:5A:1C:35,wifine,,
00:0F:61:5A:2F:55,wifine,,
00:0F:61:5A:2F:A5,wifine,,
00:0F:61:5A:32:65,wifine,,
00:0F:61:5A:32:B3,wifine,,
00:0F:61:5A:32:D2,wifine,,
00:0F:61:5A:33:22,wifine,,
00:0F:61:5A:33:65,wifine,,
00:0F:61:5A:33:C2,wifine,,
00:0F:61:5A:34:A3,wifine,,
00:0F:61:5A:35:25,wifine,,
00:0F:61:5A:35:32,wifine,,
00:0F:61:5A:35:45,wifine,,
00:0F:61:5A:AF:D5,wifine,,
00:0F:61:5A:B0:92,wifine,,
00:0F:61:5A:B0:C5,wifine,,
00:0F:61:5A:B2:62,wifine,,
00:0F:61:5A:B2:C5,wifine,,
00:0F:61:5A:B2:E5,wifine,,
00:0F:61:5A:B3:12,wifine,,
00:0F:61:5B:2A:E5,wifine,,
00:0F:61:5B:2B:B3,wifine,,
00:0F:61:5B:2B:C5,wifine,,
00:0F:61:5B:58:D3,wifine,,
00:0F:61:5B:5A:D3,wifine,,
00:0F:61:5B:5B:13,wifine,,
00:0F:61:5B:A7:D5,wifine,,
00:0F:61:5B:A9:F3,wifine,,
00:0F:61:5B:AA:25,wifine,,
00:0F:61:5B:AA:43,wifine,,
00:0F:61:5B:AA:63,wifine,,
00:0F:61:5B:AB:D5,wifine,,
00:0F:61:5B:AB:E5,wifine,,
00:0F:61:5B:AE:D2,wifine,,
00:0F:61:5C:27:C5,wifine,,
00:0F:61:5C:28:93,wifine,,
00:0F:61:5C:5E:D5,wifine,,
00:0F:61:5C:75:F5,wifine,,
00:0F:61:5D:1C:A5,wifine,,
00:0F:61:5D:1D:82,wifine,,
00:0F:61:5D:98:45,wifine,,
00:0F:61:5D:98:85,wifine,,
00:0F:61:5D:98:95,wifine,,
00:0F:61:5D:99:45,wifine,,
00:0F:61:5D:9A:03,wifine,,
00:0F:61:5D:9A:15,wifine,,
00:0F:61:5D:9A:C3,wifine,,
00:0F:61:5D:9A:F3,wifine,,
00:0F:61:5D:9A:F5,wifine,,
00:0F:61:5D:9B:25,wifine,,
00:0F:61:5D:9B:35,wifine,,
00:0F:61:5D:9B:C3,wifine,,
00:0F:61:5D:9B:F3,wifine,,
00:0F:61:5D:9C:45,wifine,,
00:0F:61:5E:98:F5,wifine,,
00:0F:61:5E:99:25,wifine,,
00:0F:61:5E:99:43,wifine,,
00:0F:61:5E:9C:65,wifine,,
00:0F:61:5E:9C:B5,wifine,,
00:0F:61:5E:9C:C5,wifine,,
00:0F:61:5E:9C:D5,wifine,,
00:0F:61:5E:AA:43,wifine,,
00:0F:61:80:14:85,wifine,,
00:0F:61:80:14:E5,wifine,,
00:0F:61:80:15:05,wifine,,
00:0F:61:81:94:D5,wifine,,
00:0F:61:81:95:75,wifine,,
00:0F:61:81:95:A5,wifine,,
00:0F:61:82:0F:A5,wifine,,
00:0F:61:82:0F:B5,wifine,,
00:0F:61:82:0F:D5,wifine,,
00:0F:61:82:10:85,wifine,,
00:0F:61:82:10:C5,wifine,,
00:0F:61:82:11:95,wifine,,
00:0F:61:82:37:C5,wifine,,
00:0F:61:82:92:25,wifine,,
00:0F:61:82:BB:D5,wifine,,
00:0F:61:82:BD:C5,wifine,,
00:0F:61:82:BE:25,wifine,,
00:0F:61:82:BE:75,wifine,,
00:0F:61:83:15:82,wifine,,
00:0F:61:83:6D:94,wifine,,
00:0F:61:85:6A:75,wifine,,
00:0F:61:85:E7:25,wifine,,
00:0F:61:85:E9:35,wifine,,
00:0F:61:86:15:A5,wifine,,
00:0F:61:86:15:E2,wifine,,
00:0F:61:86:16:15,wifine,,
00:0F:61:86:16:25,wifine,,
00:0F:61:86:16:55,wifine,,
00:0F:61:86:16:62,wifine,,
00:0F:61:86:16:75,wifine,,
00:0F:61:86:16:C5,wifine,,
00:0F:61:86:16:F5,wifine,,
00:0F:61:86:8F:42,wifine,,
00:0F:61:86:8F:65,wifine,,
00:0F:61:86:8F:95,wifine,,
00:0F:61:86:8F:A5,wifine,,
00:0F:61:86:8F:C5,wifine,,
00:0F:61:86:8F:D2,wifine,,
00:0F:61:86:8F:E5,wifine,,
00:0F:61:86:8F:F5,wifine,,
00:0F:61:86:90:03,wifine,,
00:0F:61:86:90:15,wifine,,
00:0F:61:86:90:25,wifine,,
00:0F:61:86:95:55,wifine,,
00:0F:61:88:7E:F3,wifine,,
00:0F:61:88:7F:23,wifine,,
00:0F:61:88:7F:41,wifine,,
00:0F:61:88:7F:B3,wifine,,
00:0F:61:88:F8:C3,wifine,,
00:0F:61:88:F8:F3,wifine,,
00:0F:61:8C:FE:93,wifine,,
00:0F:61:B0:72:B3,wifine,,
00:0F:61:B0:75:D3,wifine,,
00:0F:61:B0:75:F3,wifine,,
00:0F:61:B1:73:23,wifine,,
00:0F:61:B1:74:53,wifine,,
00:0F:61:B1:F1:91,wifine,,
00:0F:61:B2:99:23,wifine,,
00:0F:61:B2:B0:45,wifine,,
00:0F:61:B3:60:41,wifine,,
00:0F:61:B3:63:43,wifine,,
00:0F:61:B3:64:B3,wifine,,
00:0F:61:B3:E3:63,wifine,,
00:0F:61:B4:5C:B1,wifine,,
00:0F:61:B4:D9:E1,wifine,,
00:0F:61:B4:DC:41,wifine,,
00:0F:61:B4:DF:73,wifine,,
00:0F:61:BF:67:A3,wifine,,
00:0F:61:F4:E4:53,wifine,,
00:0F:61:F4:E7:13,wifine,,
00:0F:61:F4:EA:91,wifine,,
00:0F:61:F4:F4:A3,wifine,,
00:0F:90:FF:71:07,wifine,,
00:0F:F7:00:06:15,wifine,,
00:0F:F7:00:06:17,wifine,,
00:0F:F7:00:06:95,wifine,,
00:11:93:3D:8E:00,attwifi,34.06482896,-83.98174568
00:12:80:2F:E8:10,attwifi,34.06491947,-83.98208932
00:13:19:49:35:A2,attwifi,31.96075336,-83.75552465
00:13:19:B6:D6:76,wifine,,
00:13:19:B6:D8:26,wifine,,
00:13:19:B6:DD:46,wifine,,
00:13:19:B6:DE:06,wifine,,
00:13:60:E2:B3:A3,wifine,,
00:13:60:E2:B7:B3,wifine,,
00:13:60:E7:52:E3,wifine,,
00:13:C3:F0:77:A6,wifine,,
00:14:1C:9B:2F:96,wifine,,
00:14:1C:D0:13:D5,wifine,,
00:14:1C:D0:16:86,wifine,,
00:14:1C:D0:1C:46,wifine,,
00:14:1C:DD:BC:35,wifine,,
00:14:1C:DD:C3:B5,wifine,,
00:14:51:71:0D:71,wifine,,
00:14:69:2D:BE:36,wifine,,
00:14:69:2D:D3:95,wifine,,
00:14:6A:5B:19:83,wifine,,
00:14:6A:B2:73:86,wifine,,
00:14:6A:B2:78:B3,wifine,,
00:14:6A:B2:78:C3,wifine,,
00:14:6A:B2:7C:16,wifine,,
00:14:6A:B2:80:16,wifine,,
00:14:6A:B2:84:C3,wifine,,
00:14:6A:C5:BA:42,attwifi,33.90345021,-84.11949157
00:14:78:52:F5:7E,NZ@McD1,,
00:14:78:52:F5:7E,attwifi,,
00:14:95:B9:D2:70,NZ@McD1,,
00:14:95:B9:D2:70,attwifi,,
00:14:A5:C6:3A:64,NZ@McD1,,
00:14:A5:C6:3A:64,attwifi,,
00:14:BF:77:E9:15,NZ@McD1,,
00:14:BF:77:E9:15,attwifi,,
00:15:2B:92:EF:F0,attwifi,30.17768337,-82.68760112
00:15:2B:92:F5:80,attwifi,30.17798028,-82.68774774
00:15:2B:92:F8:00,attwifi,30.17738954,-82.68745729
00:15:62:BB:58:C0,attwifi,30.17539718,-82.68643416
00:15:62:BB:5C:10,attwifi,30.17568109,-82.68658366
00:15:62:C8:51:40,attwifi,30.17768337,-82.68760112
00:15:62:C8:51:80,attwifi,30.17568109,-82.68658366
00:15:63:99:DD:60,attwifi,30.17738954,-82.68745729
00:15:C6:29:46:C2,attwifi,28.44796811,-81.5603511
00:15:FA:A2:1A:C6,wifine,,
00:15:FA:A2:1A:C7,wifine,,
00:15:FA:A2:1B:D6,wifine,,
00:15:FA:A2:1E:A6,wifine,,
00:15:FA:A2:1F:26,wifine,,
00:15:FA:A2:20:B6,wifine,,
00:15:FA:A2:23:66,wifine,,
00:15:FA:A2:24:86,wifine,,
00:15:FA:A2:25:06,wifine,,
00:15:FA:A2:25:07,wifine,,
00:15:FA:A2:26:A6,wifine,,
00:15:FA:A2:26:B6,wifine,,
00:15:FA:A2:2D:26,wifine,,
00:15:FA:A2:30:A6,wifine,,
00:16:17:3E:26:6D,NZ@McD1,,
00:16:17:3E:26:6D,attwifi,,
00:17:3F:17:B4:0E,NZ@McD1,,
00:17:3F:17:B4:0E,attwifi,,
00:17:3F:56:0C:5E,NZ@McD1,,
00:17:3F:56:0C:5E,attwifi,,
00:17:82:F5:88:38,NZ@McD1,,
00:17:82:F5:88:38,attwifi,,
00:17:9A:FD:A7:E7,NZ@McD1,,
00:17:9A:FD:A7:E7,attwifi,,
00:18:01:C7:3C:41,NZ@McD1,,
00:18:01:C7:3C:41,attwifi,,
00:18:0A:7F:D9:E0,NZ@McD1,,
00:18:0A:7F:D9:E0,attwifi,,
00:18:39:E6:67:6F,NZ@McD1,,
00:18:39:E6:67:6F,attwifi,,
00:18:E7:9C:D4:DB,NZ@McD1,,
00:18:E7:9C:D4:DB,attwifi,,
00:18:E7:A7:D8:1A,NZ@McD1,,
00:18:E7:A7:D8:1A,attwifi,,
00:18:E7:F0:BD:11,wifine,,
00:18:F8:DA:62:41,NZ@McD1,,
00:18:F8:DA:62:41,attwifi,,
00:19:2F:AE:7D:F2,attwifi,34.11024903,-83.87667396
00:19:5B:99:96:37,NZ@McD1,,
00:19:5B:99:96:37,attwifi,,
00:19:A9:54:26:A0,attwifi,33.88477358,-84.46963249
00:19:A9:55:E3:60,attwifi,33.6610967,-84.42840431
00:19:A9:55:E5:C0,attwifi,33.66055424,-84.428961
00:19:C7:F3:4A:90,NZ@McD1,,
00:19:C7:F3:4A:90,attwifi,,
00:1A:2B:A5:C3:31,NZ@McD1,,
00:1A:2B:A5:C3:31,attwifi,,
00:1A:EF:0C:64:C9,NZ@McD1,,
00:1A:EF:0C:64:C9,attwifi,,
00:1B:B9:8C:65:FF,NZ@McD1,,
00:1B:B9:8C:65:FF,attwifi,,
00:1C:10:C1:F8:36,NZ@McD1,,
00:1C:10:C1:F8:36,attwifi,,
00:1C:C2:14:77:8C,NZ@McD1,,
00:1C:C2:14:77:8C,attwifi,,
00:1D:70:9C:35:52,attwifi,34.00200876,-83.91063836
00:1D:72:A0:A0:A1,NZ@McD1,,
00:1D:72:A0:A0:A1,attwifi,,
00:1D:7E:2A:C7:7E,NZ@McD1,,
00:1D:7E:2A:C7:7E,attwifi,,
00:1E:7A:A7:72:B0,attwifi,28.44913065,-81.47453843
00:1E:E5:E7:14:2D,NZ@McD1,,
00:1E:E5:E7:14:2D,attwifi,,
00:1F:5B:C6:7C:89,NZ@McD1,,
00:1F:5B:C6:7C:89,attwifi,,
00:1F:C6:42:41:8C,NZ@McD1,,
00:1F:C6:42:41:8C,attwifi,,
00:1F:C9:66:A7:90,attwifi,28.37884989,-81.50409386
00:1F:C9:66:EC:60,attwifi,28.37792383,-81.50468777
00:1F:C9:67:7E:F0,attwifi,28.37791978,-81.50484374
00:1F:C9:67:7F:B0,attwifi,28.37798463,-81.50493533
00:1F:C9:67:93:90,attwifi,28.37782667,-81.50461763
00:1F:C9:FD:ED:C0,attwifi,28.44031435,-81.47449746
00:1F:CA:5F:FB:A0,attwifi,33.86501143,-84.47855788
00:1F:F3:05:2B:2B,wifine,,
00:21:04:1C:08:28,NZ@McD1,,
00:21:04:1C:08:28,attwifi,,
00:21:55:B3:8B:C0,attwifi,33.98001558,-84.08029424
00:21:7C:D7:80:40,NZ@McD1,,
00:21:7C:D7:80:40,attwifi,,
00:21:85:72:86:D1,NZ@McD1,,
00:21:85:72:86:D1,attwifi,,
00:21:A0:04:E5:90,attwifi,35.97375833,-86.57039374
00:21:A0:F9:17:50,attwifi,33.9878883,-84.08389834
00:21:D8:93:A3:20,attwifi,28.46728866,-81.46397981
00:21:E9:B8:B4:E7,wifine,,
00:22:2D:84:22:F4,NZ@McD1,,
00:22:2D:84:22:F4,attwifi,,
00:22:3F:92:2D:AE,NZ@McD1,,
00:22:3F:92:2D:AE,attwifi,,
00:22:3F:97:0E:51,NZ@McD1,,
00:22:3F:97:0E:51,attwifi,,
00:22:3F:A9:0D:D6,NZ@McD1,,
00:22:3F:A9:0D:D6,attwifi,,
00:22:55:58:86:80,attwifi,35.97299238,-86.56987851
00:22:55:EE:F2:00,attwifi,28.46877419,-81.46230469
00:22:55:EE:FF:40,attwifi,28.46862553,-81.46243531
00:22:6B:62:F0:19,NZ@McD1,,
00:22:6B:62:F0:19,attwifi,,
00:22:6B:62:F0:1A,NZ@McD1,,
00:22:6B:62:F0:1A,attwifi,,
00:22:A4:7C:1A:18,NZ@McD1,,
00:22:A4:7C:1A:18,attwifi,,
00:22:BE:93:F0:D0,attwifi,29.02793555,-82.15830157
00:22:FB:B3:36:50,NZ@McD1,,
00:22:FB:B3:36:50,attwifi,,
00:23:05:0C:05:D0,attwifi,29.02863499,-82.15837531
00:23:05:0C:06:90,attwifi,29.02667406,-82.15779442
00:23:05:0C:07:50,attwifi,29.02863499,-82.15837531
00:23:14:A7:FC:11,NZ@McD1,,
00:23:14:A7:FC:11,attwifi,,
00:23:4E:8F:C7:C0,NZ@McD1,,
00:23:4E:8F:C7:C0,attwifi,,
00:23:5E:4A:19:20,attwifi,33.88445837,-84.47009536
00:23:5E:96:40:00,attwifi,33.88445837,-84.47009536
00:23:5E:96:40:10,attwifi,33.88454776,-84.46962566
00:23:5E:96:41:40,attwifi,33.88488457,-84.46919062
00:23:69:4D:FC:9E,NZ@McD1,,
00:23:69:4D:FC:9E,attwifi,,
00:23:6C:7B:AC:45,NZ@McD1,,
00:23:6C:7B:AC:45,attwifi,,
00:23:CD:F7:7F:54,NZ@McD1,,
00:23:CD:F7:7F:54,attwifi,,
00:24:01:F4:80:55,NZ@McD1,,
00:24:01:F4:80:55,attwifi,,
00:24:14:12:AE:D2,attwifi,28.87174985,-82.09213988
00:24:17:ED:E7:62,NZ@McD1,,
00:24:17:ED:E7:62,attwifi,,
00:24:36:AC:D4:D1,NZ@McD1,,
00:24:36:AC:D4:D1,attwifi,,
00:24:51:04:71:A0,attwifi,33.91782363,-84.3393793
00:24:51:04:73:70,attwifi,33.91699788,-84.34233636
00:24:51:C9:99:50,attwifi,33.91699788,-84.34233636
00:24:51:CA:49:D0,attwifi,33.6610967,-84.42840431
00:24:97:10:06:60,attwifi,31.44949728,-83.5308631
00:24:97:75:04:E0,attwifi,28.39254591,-81.49142294
00:24:97:76:53:D0,attwifi,28.39254591,-81.49142294
00:24:97:76:6B:B0,attwifi,28.39235573,-81.49159199
00:24:97:76:C3:90,attwifi,28.39235573,-81.49159199
00:24:97:82:BB:60,attwifi,28.39235573,-81.49159199
00:24:97:BA:50:80,attwifi,31.45014625,-83.53082559
00:24:98:99:B6:50,attwifi,33.91782363,-84.3393793
00:24:A8:91:FC:D5,wifine,,
00:24:A8:92:5E:B5,wifine,,
00:24:A8:92:6E:33,wifine,,
00:24:A8:96:99:95,wifine,,
00:24:A8:96:99:F3,wifine,,
00:24:A8:96:99:F4,wifine,,
00:24:A8:96:D9:B5,wifine,,
00:24:A8:96:E9:93,wifine,,
00:24:A8:9B:A4:B5,wifine,,
00:24:A8:9E:FA:F5,wifine,,
00:24:A8:A4:DA:54,wifine,,
00:24:A8:A4:EA:C2,wifine,,
00:24:A8:A4:EA:D4,wifine,,
00:24:B2:0E:15:CD,NZ@McD1,,
00:24:B2:0E:15:CD,attwifi,,
00:24:B2:96:C5:91,NZ@McD1,,
00:24:B2:96:C5:91,attwifi,,
00:24:C4:39:8E:B3,wifine,,
00:24:D1:8A:3B:73,NZ@McD1,,
00:24:D1:8A:3B:73,attwifi,,
00:25:86:D1:D8:A3,NZ@McD1,,
00:25:86:D1:D8:A3,attwifi,,
00:25:9C:28:F2:4C,NZ@McD1,,
00:25:9C:28:F2:4C,attwifi,,
00:25:9C:52:1C:6A,attwifi,34.08752152,-83.89810964
00:25:9C:6E:7A:C5,NZ@McD1,,
00:25:9C:6E:7A:C5,attwifi,,
00:25:D3:92:FA:6C,NZ@McD1,,
00:25:D3:92:FA:6C,attwifi,,
00:25:F1:D9:F8:A2,NZ@McD1,,
00:25:F1:D9:F8:A2,attwifi,,
00:26:18:51:82:7A,NZ@McD1,,
00:26:18:51:82:7A,attwifi,,
00:26:42:3C:AD:E0,NZ@McD1,,
00:26:42:3C:AD:E0,attwifi,,
00:26:44:26:41:85,NZ@McD1,,
00:26:44:26:41:85,attwifi,,
00:26:5A:2C:C2:25,NZ@McD1,,
00:26:5A:2C:C2:25,attwifi,,
00:26:5A:71:BA:CD,attwifi,31.44699363,-83.53047325
00:26:5A:A4:D8:77,NZ@McD1,,
00:26:5A:A4:D8:77,attwifi,,
00:26:91:63:19:B5,NZ@McD1,,
00:26:91:63:19:B5,attwifi,,
00:26:BB:13:58:8B,NZ@McD1,,
00:26:BB:13:58:8B,attwifi,,
00:26:F2:EF:31:97,NZ@McD1,,
00:26:F2:EF:31:97,attwifi,,
00:26:FF:8A:BF:87,wifine,,
00:3A:99:5C:21:D0,attwifi,34.7559918,-85.00216447
00:3A:99:F5:EA:70,attwifi,33.42624734,-84.180274
00:3A:99:F6:03:60,attwifi,33.4256393,-84.17956046
00:3A:99:F6:D3:C0,attwifi,32.46901459,-83.74479992
00:3A:9A:05:00:90,attwifi,32.47035802,-83.74446929
00:3A:9A:08:0D:00,attwifi,32.46756099,-83.74553479
00:3A:9A:10:BF:91,attwifi,34.08761693,-83.8984044
00:3A:9A:1E:50:F0,attwifi,28.48719761,-81.45580803
00:3A:9A:45:BA:80,attwifi,31.14361032,-83.44188368
00:3A:9A:45:C1:70,attwifi,31.14302125,-83.44166768
00:3A:9A:4A:B7:C0,attwifi,31.14243215,-83.44144879
00:3A:9A:69:1E:C0,attwifi,33.78199098,-84.3908549
00:3A:9A:6B:5A:A0,attwifi,33.78052298,-84.39091455
00:3A:9A:73:A1:20,attwifi,33.78003101,-84.39089856
00:3A:9A:77:23:A0,attwifi,33.83148495,-84.33747264
00:3A:9A:7A:FF:90,attwifi,33.7826936,-84.39086068
00:3A:9A:7B:08:20,attwifi,33.78206261,-84.3908548
00:3A:9A:83:76:20,attwifi,33.78232976,-84.39085683
